,AidData Project ID,aiddata_id,aiddata_2_id,year,donor,donor_iso,donor_region,implementing_agency,financing_agency,crs_bi_multi,recipient,recipient_iso,recipient_region,start_date,end_date,commitment_date,planned_start_date,planned_end_date,title,short_description,long_description,donor_project_id,donor_secondary_id,aiddata_sector_code,aiddata_sector_name,aiddata_purpose_code,aiddata_purpose_name,aiddata_activity_codes,aiddata_activity_names,flow_name,crs_sector_code,crs_sector_name,crs_purpose_code,crs_purpose_name,coalesced_purpose_code,coalesced_purpose_name,commitment_amount_usd_constant,total_project_cost,crs_trade,crs_climate,crs_biodiversity,crs_gender,crs_environment,crs_desertification,pdgg,channel_code,associated_financing,future_ds_principal_amount_usd_nominal,future_ds_interest_amount_usd_nominal,received_amount_usd_nominal,irtc_amount_usd_nominal,untied_amount_usd_nominal,tied_amount_usd_nominal,partial_tied_amount_usd_nominal,finance_t,arrears_interest_amount_usd_nominal,arrears_principal_amount_usd_nominal,initial_report,ftc,repay_type,outstanding_amount_usd_nominal,interest_amount_usd_nominal,expert_commitment_amount_usd_nominal,export_credit_amount_usd_nominal,expert_extended_amount_usd_nominal,additional_info,source,source_detail
479747,,50118196,50118196,2009,Switzerland,CH,Europe,"PUBLIC SECTOR (donor, recipient, other)",SER,1,Peru,PE,South America,,,1/1/09,NA,NA,Bourses íæ des í©tudiants í©trangers en Suisse,BOURSES íó DES í_TUDIANTS í_TRANGERS EN SUISSE,,012-09-000 051,2009000978,114,Post-secondary education,NA,,,,ODA Grants,114,I.1.d. Post-Secondary Education,11420,Higher education,11420,Higher education,129654,0,0,0,0,0,0,NA,0,10000,NA,0,0,0,0,105295.6915,0,0,,0,0,1,1,NA,0,0,0,0,0,,OECD,CRS_ONLINE_MAY2011
74408,50155267,50006364,50006364,2009,Spain,ES,Europe,"PUBLIC SECTOR (donor, recipient, other)",MFA,1,Peru,PE,South America,1/1/09,,1/1/09,NA,NA,TRAINING WORKSHOP - AREQUIPA,TRAINING WORKSHOP - AREQUIPA,"FORMACIíñN A TRAVí_S DEL TRABAJO, CAPACITACIíñN PARA LA INTERVENCIíñN SOBRE BIENES PATRIMONIALES RESPETANDO EL CARíÅCTER TRADICIONAL DE PARTE DE LOS OFICIOS APRENDIDOS, EN EL MARCO, PREFERENTEMENTE, DE LA ACCIíñN Pí_BLICA DE PRESERVACIíñN DE DICHO PATRIMONIO. SE PRETENDE SOSTENER UN SISTEMA DE CAPACITACIíñN E INSERCIíñN LABORAL ENFOCADO PREFERENTEMENTE HACIA íÅREAS MENOS RENTABLE SO LUCRATIVAS DEL MERCADO DE REFERENCIA, QUE CONTRIBUYA A LEGITIMAR SOCIALMENTE LA PRESERVACIíñN DEL PATRIMONIO, CUESTIíñN QUE, DE OTRA MANERA, PUEDE SER PERCIBIDA COMO SUPERFLUA O INNECESARIA, ALEJADA DE LAS NECESIDADES SOCIALES MíÅS PERENTORIAS.",2045,2009002045,113,Secondary education,NA,,,,ODA Grants,113,I.1.c. Secondary Education,11330,Vocational training,11330,Vocational training,225498,0,0,0,0,0,0,NA,0,10000,NA,0,0,0,0,0,222810.1936,0,,0,0,1,1,NA,0,0,0,0,0,,OECD,CRS_ONLINE_MAY2011
264602,,97274882,NA,2010,Spain,ES,Europe,ND,MUNIC,1,Peru,PE,South America,1/1/10,12/31/10,1/1/10,NA,NA,ND,FOOD CROP PRODUCTION,"Mejorar los niveles de seguridad alimentaria de 500 pequeí±o/as productores/as a agropecuarios/as andinos/as del Distrito de Condormarca, a traví©s de la generacií_n de ingresos, la diversificacií_n de su dieta alimentaria, así_ como el fortalecimiento de las capacidades de liderazgo, autoestima, autonomí_a y empoderamiento de las mujeres.",2010-BIL-EELL-27638,2010012556,311,Agriculture,NA,,,,ODA Grants,311,III.1.a. Agriculture,31161,Food crop production,31120,Agricultural development,28075,0,0,0,0,2,0,NA,0,22000,NA,0,0,0,0,26490.06623,0,0,C01,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS Online 2012
1141556,98399554,119592367,NA,2012,Belgium,BE,Europe,NGO ADGembloux,DGCD,3,Peru,PE,South America,12/31/10,12/30/13,1/1/12,NA,NA,P?rou - Le groupe cible est mieux int?gr? dans le processus de d?veloppement social et economique,P?ROU - LE GROUPE CIBLE EST MIEUX INT?GR? DANS LE PROCESSUS DE D?VELOPPEMENT SOCIAL ET ECONOMIQUE,"De NGO Trias onderwierp zich aan de PWC-screening conform de art. 3 en 4 van het KB van 14/12/2005. Trias voldeed aan 26 van de 27 selectiecriteria - enkel het criterium opvolging van de effecten van de acties werd niet gehaald - en verkreeg op die basis een programma-erkenning. Kleinschalige ondernemers en familiale landbouwers De bestaanszekerheid en actieve deelname in processen van lokale economische ontwikkeling van kleinschalige ondernemers en familiale landbouwers zijn op duurzame wijze verhoogd, waarvan bij 245.095 huishoudens via dienstverlening (microfinanciering, marktketenontwikkeling, bedrijfsondersteunende diensten), bij 944.382 leden via versterking van hun ledenorganisaties en bij 8.441.087 kleinschalige ondernemers en familiale landbouwers in de LED (Local Economic developpment) interventiezones. Zuidluik:*SD1: De doelgroep heeft toegang tot aangepaste, adequate en kwaliteitsvolle diensten (micro-financiering, bedrijfsondersteunende diensten en vermarkting);*SD2:De doelgroep is beter georganiseerd in democratische en onafhankelijke ledenorganisaties;*SD3: de doelgroep is beter ingebed in socio-economische ontwikkelingsprocessen en kan deze ook be?nvloeden in de LED interventie zone*SD4: De solidariteit en het wederzijds respect tussen ledenorganisaties (Noord-Zuid en Zuid-Zuid) is versterkt;*SD5: Trias werkt op een impact- en resultaatgerichte manierNoordluik:*SD4: De solidariteit en het wederzijds respect tussen ledenorganisaties in Noord en Zuid is versterkt;*SD5: Trias werkt op een impact- en resultaatgerichte manier ZuidluikSD1:-Partner organisaties hebben hun aangepaste en kwalitatieve dienstverlening (microfinanciering, bedrijfsondersteunende diensten en vermarkting) verbeterd tav. de doelgroep;-Partnerorganisaties zijn op een duurzame manier versterkt, met voldoende capaciteit voor kwaliteitsvolle dienstverlening.SD2:-De ledenorganisaties bereiken meer boeren en ondernemers en basisgroepen versterken hun positie;-Partnerorganisaties zijn op een duurzame manier versterkt, met voldoende competenties en organisatorische capaciteit als ledenorganisatie voor de vertegenwoordigers van de leden en de basisgroepen.SD3:-Directe bijdrage van de partners aan een meer gedeelde lokale visie, aan lokale co?rdinatie en aan stijgende verantwoordelijkheid voor lokale economische ontwikkelingsprocessen is verhoogd in de LED-interventiezone;-Partnerorganisaties zijn op een duurzame manier versterkt, met voldoende competenties en institutionele ontwikkeling voor netwerking, lobby en advocacy, om sterker hun rol te spelen in de LED interventiezone.Noordluik:SD4:-Het draagvlak voor Noord-Zuid werking bij de ledenorganisaties is versterkt;-De Noord/Zuid werking is verankert in de werking van de ledenorganisaties.SD5:-De relatie met de partners en de partnercapaciteiten zijn versterkt;-De capaciteiten va Trias, nodig om haar rol op een effectieve manier te kunnen spelen, zijn verhoogd.",3012599,2012012599,430,Other,NA,,,,ODA Grants,430,IV.2. Other Multisector,43040,Rural development,43040,Rural development,26567,0,NA,NA,NA,1,NA,NA,NA,22000,NA,0,0,0,0,25064.26735,0,0,B01,0,0,8,NA,NA,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
1143924,,119669318,NA,2012,Spain,ES,Europe,ONUSIDA - Programa Conjunto de las Naciones Unidas sobre el VIH/SIDA,UNIV,1,Peru,PE,South America,7/9/12,1/8/13,1/1/12,NA,NA,"OWN Program: CFRP in C to D. 2012 :IMPLEMENTATION, SIMULATION AND COMPARISON OF MESH IN RURAL SETTINGS IP NETWORK ROUTING PROTOCOLS","OWN PROGRAM: CFRP IN C TO D. 2012 :IMPLEMENTATION, SIMULATION AND COMPARISON OF MESH IN RURAL SETTINGS IP NETWORK ROUTING PROTOCOLS",Ayuda de Viaje concedida para la Realizacií_n de un Proyecto Fin de Carrera para el Desdarrollo dentro del Programa de Becas para la realizacií_n del PFCD en paí_ses clasificados como prioritarios en el Plan General de Cooperacií_n de Espaí±a de escaso desarrollo humano. El objetivo es mejorar la calidad y amplitud de la cooperacií_n mediante el incrementeo en la implicacií_n de profesionales y unidades universitarias en los procesos de desarrollo en el marco de programas concretos de cooperacií_n. --- original channelcode : 51001,009-053013-1,2012003320,220,Communications,NA,,,,ODA Grants,220,II.2. Communications,22040,Information and communication technology (ICT),22040,Information and communication technology (ICT),421,0,0,0,0,0,0,NA,0,51000,NA,0,0,0,0,390.3213368,0,0,D02,0,0,1,1,NA,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
761608,,108412453,NA,2011,Spain,ES,Europe,FISC. International Foundation of Solidarity Company of Mary (religious Congregation).,AG,1,Peru,PE,South America,12/19/11,10/8/12,1/1/11,NA,NA,Reduction of the prevalence of gender violence in the San Pablo and Contumazíç provinces.,REDUCTION OF THE PREVALENCE OF GENDER VIOLENCE IN THE SAN PABLO AND CONTUMAZíÅ PROVINCES.,"El objetivo del proyecto es disminuir la prevalencia de casos de violencia contra la mujer en la provincia de San Pablo y Contumazíç, departamento Cajamarca, a traví©s de la implementacií_n de polí_ticas pí_blicas de proteccií_n y vigilancia de los derechos de la mujer y mejora del acceso a servicios de justicia y salud._x000D_Se trabajaríç con organizaciones sociales, desarrollando capacidades de liderazgo, participacií_n e incidencia en espacios de concertacií_n local y presupuesto participativo,con propuestas que atiendan a la mujer, principalmente de proteccií_n y prevencií_n de la violencia de gí©nero. Como resultado de incidencia de las mujeres se espera que los gobiernos provinciales implementen dos iniciativas:La creacií_n del Centro de Emergencia Mujer, institucií_n que brinda atencií_n integral especializada a las ví_ctimas de violencia domí©stica y la elaboracií_n del Plan de Igualdad de Oportunidades entre hombres y mujeres._x000D_Se trabajaríç con funcionarios/as de instituciones de justicia y salud (Juzgado, Fiscalí_a, Policí_a, Defensorí_as Municipales, Centro de Emergencia Mujer y Centros de Salud), a fin de mejorar su capacidad de atencií_n jurí_dica y psicosocial a las ví_ctimas de violencia domí©stica y agresores. El proyecto contempla el trabajo con mujeres de organizaciones sociales ubicadas en comunidades rurales alejadas de la ciudad y que no cuentan con ninguna institucií_n de proteccií_n cercana, estas mujeres seríçn formadas como promotoras defensoras y acreditas por el Ministerio de la Mujer, tendríçn la labor de brindar orientacií_n a las mujeres sobre sus derechos, así_ como mecanismos e instancias de denuncia. Estas promotoras podríçn referir los casos de violencia domí©stica hacia la instituciones tutelares._x000D_Finalmente la poblacií_n tendríç mayor conocimiento sobre derechos de la mujer y mecanismos de proteccií_n y prevencií_n de la violencia, a traví©s de campaí±as de sensibilizacií_n",2011-CCAA-AND-0045-0001,2011012140,151,"Government and civil society, general",NA,,,,ODA Grants,151,I.5.a. Government & Civil Society-general,15170,Women's equality organisations and institutions,15150,Strengthening civil society,287448,0,NA,0,0,2,0,NA,2,22000,NA,0,0,0,0,287447.7892,0,0,C01,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS Online 2012
761677,,108414889,NA,2011,Spain,ES,Europe,University of Vigo in partnership with ANFACO (National Association of producers of fish and se,AG,1,Peru,PE,South America,6/14/11,12/14/12,1/1/11,NA,NA,Sustainable development and food security through aquaculture in the peasant community of  Santa Bíçrbara. Perí_.,SUSTAINABLE DEVELOPMENT AND FOOD SECURITY THROUGH AQUACULTURE IN THE PEASANT COMMUNITY OF SANTA BíÅRBARA. PERí_.,"El presente proyecto pretende dotar a la Comunidad Campesina Santa Bíçrbara de un recurso econí_mico propio capaz de contribuir a la reduccií_n de la pobreza, a la creacií_n de una alternativa alimentaria y a la generacií_n de empleo. A este respecto, 32 familias pertenecientes a la citada Comunidad, que constituyen la asociacií_n APAP (Asociacií_n de Productores Agropecuarios de Parionaccocha, Santa Bíçrbara-Huancavelica), de acuerdo con los principios que rigen el funcionamiento de esta comunidad indí_gena, desean llevar adelante el proyecto DESARROLLO SOSTENIBLE Y SEGURIDAD ALIMENTARIA MEDIANTE ACUICULTURA EN LA COMUNIDAD CAMPESINA SANTA BíÅRBARA , contando para ello con la participacií_n y la colaboracií_n de la Universidad de Vigo como entidad solicitante y de ANFACO-CECOPESCA como entidad agrupada.La Comunidad Campesina Santa Bíçrbara estíç ubicada en la regií_n, provincia y distrito de Huancavelica; se divide en 18 sectores, siendo Parionaqocha uno de ellos. La Asociacií_n de Productores Agropecuarios de Parionaccocha Santa Bíçrbara, APAP, es una asociacií_n constituida dentro de la Comunidad Campesina Santa BíçrbaraLa poblacií_n beneficiaria directa es APAP, formada por 32 familias campesinas, aproximadamente 214 miembros de los que 124 son mujeres y 90 varones.La poblacií_n beneficiaria indirecta, seríç la Comunidad Santa Bíçrbara, conformada por 425 familias, aproximadamente 2.855 personas, de las que 1558 son mujeres y 1297 varones. La poblacií_n beneficiaria indirecta secundaria, seríç la del distrito de Huancavelica, conformada por 37.255 personas, 19.346 mujeres y 17.909 varones.Para alcanzar el objetivo especí_fico del proyecto, Mejorar las condiciones socioeconí_micas de la Comunidad Campesina Santa Bíçrbara (Huancavelica), a traví©s de la acuicultura , seríç necesario el cumplimiento de los siguientes resultados:- La construccií_n de una piscigranja para su explotacií_n en las condiciones adecuadas- La puesta en produccií_n de la piscigranja para obtener trucha de talla y peso comercial adecuados- La promocií_n, comercializacií_n y consumo de la trucha de Santa Bíçrbara para la seguridad alimentaria, en condiciones higií©nicas adecuadas y saludables- El fortalecimiento de la capacidad organizativa de la mujer para una participacií_n míçs eficaz en el el autodesarrollo comunitario.Como factores externos míçs importantes para que el proyecto se pueda ir desarrollando consideramos: el cumplimiento de los plazos establecidos para la realizacií_n de la obra, que los huevos embrionados adquiridos estí©n en buenas condiciones para que se puedan desarrollar correctamente, que el pienso alimentario adquirido tenga la calidad necesaria, que la poblacií_n tenga interí©s en consumir trucha y que el colectivo de mujeres de APAP tenga interí©s real por contribuir al autodesarrollo comunal.Dado que la piscifactorí_a se sití_a dentro de un espacio natural, la laguna de Parionaccocha, se vigilaríç con especial interí©s el impacto medioambiental y sobre el paisaje, realizando controles riguros",009-003567-1,2011001813,313,Fishing,NA,,,,ODA Grants,313,III.1.c. Fishing,31320,Fishery development,31320,Fishery development,216018,0,2,0,0,0,1,NA,1,51000,NA,0,0,0,0,216017.7976,0,0,C01,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS Online 2012
258390,,97048018,NA,2010,Spain,ES,Europe,Action Against Hunger - ACH,AG,1,Peru,PE,South America,1/1/10,1/1/11,1/1/10,NA,NA,"COMBATING MALNUTRITION IN CHILDREN IN THE SIERRA CENTRAL, PERU","COMBATING MALNUTRITION IN CHILDREN IN THE SIERRA CENTRAL, PERU",ND,2010-BIL-CCAA-24563,2010008283,122,Basic health,NA,,,,ODA Grants,122,I.2.b. Basic Health,12240,Basic nutrition,12240,Basic nutrition,252674,0,0,0,0,0,0,NA,0,22000,NA,0,0,0,0,238409.2715,0,0,C01,0,0,1,1,NA,0,0,0,0,0,,OECD,CRS Online 2012
264643,,97276323,NA,2010,Spain,ES,Europe,ND,MUNIC,1,Peru,PE,South America,1/1/10,12/31/10,1/1/10,NA,NA,ND,AGRICULTURAL DEVELOPMENT,Desarrollo Agrí_cola en los Valles Interandinos del Cuzco 2010/2011,2010-BIL-EELL-28746,2010013664,311,Agriculture,NA,,,,ODA Grants,311,III.1.a. Agriculture,31120,Agricultural development,31120,Agricultural development,13644,0,0,0,0,0,0,NA,0,11000,NA,0,0,0,0,0,12874.17219,0,C01,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS Online 2012
881830,,105130286,NA,2011,Canada,CA,North & Central America,UNDP - PERU,CIDA,1,Peru,PE,South America,4/1/09,3/31/14,1/1/11,NA,NA,Prevention of Conflicts Over the Use of Natural Resources / Prí©vention des conflits lií©s íæ l'utilisation des ressources naturelles,PREVENTION OF CONFLICTS OVER THE USE OF NATURAL RESOURCES / PRí_VENTION DES CONFLITS LIí_S íó L'UTILISATION DES RESSOURCES NATURELLES,"Through this CIDA-funded project, the United Nations Development Programme (UNDP) aims to contribute to a stable economic environment for equitable and sustainable economic growth in Peru by reducing the economic and social impact of conflicts related to the use of natural resources. This project aims to achieve improved prevention and management of resource-based conflicts, and to complement CIDA's efforts in corporate social responsibility and natural resource management. The project provides technical assistance to state agencies, primarily the Presidencia del Consejo de Ministros (similar to Canada's Privy Council Office), regional governments, and other stakeholders on conflict prevention, management, and resolution. / Via cette initiative financí©e par l'ACDI, le Programme des Nations Unies pour le dí©veloppement (PNUD) vise íæ contribuer íæ la crí©ation d'un environnement stable pour le dí©veloppement í©conomique í©quitable et durable du Pí©rou en rí©duisant l'impact socio-í©conomique des conflits lií©s íæ l'utilisation des ressources naturelles. Ce projet contribue íæ l'amí©lioration de la prí©vention et de la gestion des conflits lií©s aux ressources naturelles, et complí©mente les efforts de l'ACDI dans le domaine de la responsabilití© sociale des entreprises et de la gestion des ressources naturelles. ConcríÂtement, le projet offre de l'assistance technique en prí©vention/gestion/rí©solution de conflits íæ certaines institutions publiques pí©ruviennes dont la ''Presidencia del Consejo de Ministros'' (l'í©quivalent pí©ruvien du Bureau du Conseil Priví© du Canada) et les gouvernements rí©gionaux.",A034585001,2.01E+13,151,"Government and civil society, general",15120,Public sector financial management,43082.01|15110.02,"Research/scientific institutions activities|Macro-economic, fiscal and monetary policy and planning",ODA Grants,151,I.5.a. Government & Civil Society-general,15113,Anti-corruption organisations and institutions,15120,Public sector financial management,247194,0,0,0,0,1,1,NA,2,41114,NA,0,0,0,0,247194.4192,0,0,B03,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS Online 2012
